company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,step4_ats_sql_fit,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Simplexity Product Development,company,"Simplexity Product Development, Inc.",,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test;analog or digital design,0.78,"Resolved to Simplexity Product Development, a US product-engineering firm active in embedded hardware, but consulting-style engineering services make it a weak ATS SQL seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Simplo Technology Co.,company,"Simplo Technology Co., Ltd.","Simplo Technology U.S.A., Inc.",yes,yes,yes,no,no,embedded systems;computer/server/datacenter/networking hardware,0.58,"Resolved to Simplo Technology, a battery/pack hardware manufacturer with US presence, but it is only adjacent to the target chip/design focus and not a strong ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Simpson Design Associates,company,"Simpson Design Associates, Inc.",,yes,yes,yes,no,no,ASIC;SoC;semiconductor design;RTL;design verification;physical design or place and route;static timing analysis or timing closure;design for test (DFT),0.89,"Resolved to Simpson Design Associates, a real ASIC/SoC design-services firm in the US, but likely too small/services-oriented for ATS SQL seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Simucad Design Automation,company,Simucad Design Automation Inc.,,yes,yes,yes,no,no,EDA;analog or digital design,0.86,"Resolved to Simucad Design Automation, a niche EDA company in North America that is relevant but likely too small for a robust ATS-focused employer table.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Sinfonia Technology (U.S.A.) Inc.,company,"Sinfonia Technology Co., Ltd.",Sinfonia Technology (U.S.A.) Inc.,yes,yes,yes,no,no,hardware validation or electronics test;semiconductor foundry or manufacturing process,0.57,"Resolved to Sinfonia Technology via its US subsidiary; it has semiconductor equipment exposure, but overall fit is too industrial/adjacent for a strong ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
SINGULUS TECHNOLOGIES Inc.,company,SINGULUS TECHNOLOGIES AG,SINGULUS TECHNOLOGIES Inc.,yes,yes,yes,no,no,semiconductor foundry or manufacturing process,0.74,"Resolved to SINGULUS TECHNOLOGIES AG with a US entity; it serves semiconductor manufacturing equipment, but is not a strong direct VLSI employer seed for ATS purposes.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
SINTRONES Technology America Inc.,company,SINTRONES Technology Corp.,SINTRONES Technology America Inc.,yes,yes,yes,no,no,embedded systems;computer/server/datacenter/networking hardware;EV or automotive electronics,0.68,Resolved to SINTRONES Technology Corp. via its America subsidiary; it is relevant in embedded/vehicle computing but likely too small or edge-focused for ATS seeding.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
SiTime Corporation,company,SiTime Corporation,,yes,yes,yes,yes,yes,semiconductor design;analog or digital design;RF or mmWave or wireless baseband chipset,0.95,"Resolved to SiTime Corporation, a substantial US semiconductor timing company with strong direct relevance and clear ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
SIX15 Technologies Holding,company,"SIX15 Technologies Holdings, Inc.",,yes,yes,no,no,no,,0.79,"Resolved to SIX15 Technologies Holdings, which is focused on advanced display/night-vision systems rather than the target chip/EDA/embedded hiring categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
SK Hynix,company,SK hynix Inc.,SK hynix America Inc.,yes,yes,yes,yes,yes,semiconductor design;memory design (DRAM/SRAM/NAND/flash controller);computer/server/datacenter/networking hardware;AI accelerator or ML hardware,0.97,Resolved to SK hynix Inc. with North American hiring through SK hynix America; it is a major semiconductor memory employer and strong ATS seed.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Skullcandy,company,"Skullcandy, Inc.",,yes,yes,yes,no,no,embedded systems;firmware,0.55,"Resolved to Skullcandy, a consumer audio hardware company with some embedded relevance, but it is not a strong VLSI/EE ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
SkyBitz,company,"SkyBitz, Inc.",,yes,yes,yes,no,no,embedded systems;firmware,0.67,"Resolved to SkyBitz, an IoT tracking hardware company with NA presence, but it is too niche/adjacent for a core ATS SQL employer list.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Skystream Networks,company,"Skystream Networks, Inc.",,yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems,0.51,"Resolved to Skystream Networks, a networking equipment company that appears relevant but not clearly substantial enough for ATS SQL seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
SkyWater Technology,company,"SkyWater Technology, Inc.",,yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process;ASIC;SoC;semiconductor design,0.96,"Resolved to SkyWater Technology, a significant US semiconductor foundry and design-enablement employer with strong ATS relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Skyworks Solutions,company,"Skyworks Solutions, Inc.",,yes,yes,yes,yes,yes,semiconductor design;ASIC;SoC;analog or digital design;RF or mmWave or wireless baseband chipset,0.98,"Resolved to Skyworks Solutions, Inc., a major US semiconductor company with strong direct relevance and excellent ATS SQL fit.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:07+00:00
Skyworth Electronics U.S.A.,company,Skyworth Group Limited,"Skyworth Electronics U.S.A., Inc.",yes,yes,yes,no,no,computer/server/datacenter/networking hardware;embedded systems;firmware,0.65,"Resolves to Skyworth Group Limited via its US subsidiary; active in NA and does consumer electronics hardware, but it is not a strong ATS seed for core VLSI/semiconductor roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SKYX Platforms Corp.,company,SKYX Platforms Corp.,,yes,yes,yes,no,no,analog or digital design;embedded systems;hardware validation or electronics test,0.67,"Resolves directly to SKYX Platforms Corp.; active US electronics company, but mainly smart-home electrical products and too weakly aligned for a VLSI/ASIC ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SL Industries,company,"SL Industries, Inc.",,yes,yes,yes,no,no,analog or digital design;embedded systems;power management IC or PMIC,0.58,"Resolves to SL Industries, Inc.; active US power/electronics manufacturer with some EE relevance, but not a clear semiconductor/VLSI hiring target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
Slate Auto,company,Slate Auto,,yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;hardware validation or electronics test,0.66,Resolves directly to Slate Auto; active North American EV startup with automotive-electronics relevance and likely meaningful engineering hiring.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SLB,merged_or_renamed,SLB,,yes,yes,no,no,no,,0.93,"SLB is the current name of Schlumberger, an active NA company, but its core business is oilfield services rather than target VLSI/semiconductor hardware categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
Slip Robotics,company,Slip Robotics,,yes,yes,yes,no,no,embedded systems;firmware;hardware validation or electronics test,0.71,"Resolves directly to Slip Robotics; active US robotics hardware company, but likely too small/narrow to be a strong ATS SQL seed for semiconductor-oriented roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SMA America,company,SMA Solar Technology AG,"SMA America, LLC",yes,yes,yes,no,no,analog or digital design;embedded systems;firmware;hardware validation or electronics test;power management IC or PMIC,0.77,SMA America resolves to SMA Solar Technology AG via its US subsidiary; relevant to power electronics but not a strong core VLSI/ASIC ATS target.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SMAC Corporation,company,SMAC Corporation,,yes,yes,yes,no,no,analog or digital design;embedded systems;hardware validation or electronics test,0.52,"Resolves directly to SMAC Corporation; active US motion-control hardware company with some EE relevance, but not a substantial semiconductor/VLSI employer.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SmarAct Inc.,company,SmarAct GmbH,SmarAct Inc.,yes,yes,yes,no,no,analog or digital design;embedded systems;hardware validation or electronics test,0.68,"Resolves to SmarAct GmbH via its US subsidiary; active in precision mechatronics/test equipment, but only adjacent to the target chip-design hiring base.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SMART Global Holdings,company,"SMART Global Holdings, Inc.",,yes,yes,yes,yes,yes,memory design (DRAM/SRAM/NAND/flash controller);computer/server/datacenter/networking hardware;AI accelerator or ML hardware;embedded systems,0.87,"Resolves directly to SMART Global Holdings, Inc.; active large NA hardware company with memory and compute-related businesses and real ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SMART Modular Technologies,company,"SMART Modular Technologies, Inc.",,yes,yes,yes,yes,yes,memory design (DRAM/SRAM/NAND/flash controller);computer/server/datacenter/networking hardware;embedded systems;hardware validation or electronics test,0.91,"Resolves directly to SMART Modular Technologies, Inc.; active North American memory-module hardware employer and a good ATS seed for relevant hardware roles.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
Smart Vision Lights,company,Smart Vision Lights,,yes,yes,yes,no,no,analog or digital design;embedded systems;hardware validation or electronics test,0.63,"Resolves directly to Smart Vision Lights; active machine-vision lighting hardware company, but too adjacent/specialized for a strong semiconductor ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SmartKem Limited,company,SmartKem Limited,"SmartKem, Inc.",yes,yes,yes,no,no,semiconductor design;analog or digital design,0.62,"Resolves to SmartKem Limited with a US entity; active in organic thin-film transistor materials/technology, but not a clear mainstream ATS target for VLSI design jobs.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SMIC USA,company,Semiconductor Manufacturing International Corporation,SMIC USA,yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process,0.78,SMIC USA resolves to Semiconductor Manufacturing International Corporation; active with a US presence and directly relevant as a semiconductor foundry/manufacturing company.,v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
Smiths Group North America,company,Smiths Group plc,Smiths Group North America,yes,yes,yes,no,no,embedded systems;hardware validation or electronics test;RF or mmWave or wireless baseband chipset,0.55,"Resolves to Smiths Group plc via its North America arm; diversified industrial technology with some electronics businesses, but not a focused VLSI/semiconductor ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SMP Automotive Products,company,"Standard Motor Products, Inc.",,yes,yes,yes,yes,yes,EV or automotive electronics;embedded systems;analog or digital design;hardware validation or electronics test,0.72,"SMP Automotive Products resolves to Standard Motor Products, Inc.; active NA automotive-electronics supplier with enough scale and direct hardware relevance to keep.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
SMS Audio,defunct,"SMS Audio, LLC",,no,no,no,no,no,,0.81,"Resolves to SMS Audio, LLC, a defunct consumer-audio brand, so it is not an active North American hiring target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
Snap Inc.,company,Snap Inc.,,yes,yes,yes,no,no,AI accelerator or ML hardware;embedded systems;computer/server/datacenter/networking hardware,0.64,"Resolves directly to Snap Inc.; active US company with some hardware efforts like Spectacles, but overall too software-centric for a VLSI ATS seed.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
Snap One,merged_or_renamed,"Resideo Technologies, Inc.",,yes,yes,yes,yes,yes,embedded systems;firmware;analog or digital design;hardware validation or electronics test,0.84,"Snap One now resolves to Resideo Technologies, Inc.; the successor is active in smart-home/security hardware with sufficient scale and ATS usefulness.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
Snap-on Incorporated,company,Snap-on Incorporated,,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;hardware validation or electronics test,0.7,"Resolves directly to Snap-on Incorporated; active US tools/diagnostics company with automotive electronics exposure, but not a core semiconductor/VLSI ATS target.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:22+00:00
Socionext America Inc.,company,Socionext Inc.,Socionext America Inc.,yes,yes,yes,yes,yes,ASIC;SoC;semiconductor design;semiconductor IP;RTL;design verification;analog or digital design;post-silicon validation or silicon bring-up;RF or mmWave or wireless baseband chipset,0.96,"Resolves to Socionext Inc., with hiring via Socionext America Inc.; it is an active semiconductor SoC/ASIC company with clear North America presence and ATS relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:38+00:00
Socket Mobile,company,"Socket Mobile, Inc.",,yes,yes,yes,yes,yes,firmware;embedded systems;computer/server/datacenter/networking hardware;hardware validation or electronics test,0.8,"Resolves to Socket Mobile, Inc., an active U.S. hardware maker of barcode/NFC/mobile data capture devices with embedded/firmware relevance and a real careers footprint.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:38+00:00
Soitec USA,company,Soitec SA,"Soitec USA, Inc.",yes,yes,yes,yes,yes,semiconductor foundry or manufacturing process,0.92,"Resolves to Soitec SA, hiring in North America via Soitec USA, Inc.; it is a substantial semiconductor materials/process company relevant to wafer manufacturing.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:38+00:00
SolarEdge Technologies (America),company,"SolarEdge Technologies, Inc.",,yes,yes,yes,yes,yes,firmware;embedded systems;EV or automotive electronics;power management IC or PMIC,0.83,"Resolves to SolarEdge Technologies, Inc., an active power-electronics company with U.S. presence and meaningful embedded/EV electronics relevance.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:38+00:00
Solectrac,company,"Solectrac, Inc.",,yes,yes,yes,no,no,EV or automotive electronics;embedded systems;firmware,0.73,"Resolves to Solectrac, Inc., an active U.S. electric tractor maker with automotive-electronics relevance, but it appears too small/niche for strong ATS SQL seeding.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:38+00:00
Solid Power,company,"Solid Power, Inc.",,yes,yes,no,no,no,,0.72,"Resolves to Solid Power, Inc., an active U.S. battery company, but its focus is solid-state batteries rather than the target chip/hardware-design categories.",v4-ats-sql-target,gpt-5.4,2026-07-03T08:25:38+00:00
