company_name,input_entity_type,canonical_company_name,na_entity_name,step1_active,step2_north_america,step3_relevant,gpt_decision,categories,confidence,rationale,prompt_version,model,checked_at
Seagate Software,merged_or_renamed,"Rocket Software, Inc.",,yes,yes,no,no,,0.63,"Resolved 'Seagate Software' to Rocket Software via the historical software business lineage, but it is software-focused rather than EE/VLSI hardware.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Seagate Technology,company,Seagate Technology Holdings plc,,yes,yes,yes,yes,firmware;embedded systems;computer/server/datacenter/networking hardware;hardware validation or electronics test;memory design (DRAM/SRAM/NAND/flash controller),0.96,"Resolved to Seagate Technology Holdings plc, an active storage-hardware company with major North America presence and relevant firmware/hardware engineering.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Seagate Technology Hdd Holdings,company,Seagate Technology Holdings plc,,yes,yes,yes,yes,firmware;embedded systems;computer/server/datacenter/networking hardware;hardware validation or electronics test;memory design (DRAM/SRAM/NAND/flash controller),0.9,"Resolved 'Seagate Technology Hdd Holdings' to Seagate Technology Holdings plc, an active NA storage-hardware employer with relevant firmware and hardware roles.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Seagrave Fire Apparatus,company,"Seagrave Fire Apparatus, LLC",,yes,yes,yes,yes,EV or automotive electronics;embedded systems,0.58,"Resolved to Seagrave Fire Apparatus, LLC, an active specialty-vehicle manufacturer in North America with plausible vehicle electronics and embedded systems work.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Sealevel Systems,company,"Sealevel Systems, Inc.",,yes,yes,yes,yes,embedded systems;computer/server/datacenter/networking hardware;hardware validation or electronics test;analog or digital design;firmware,0.88,"Resolved to Sealevel Systems, Inc., an active US industrial I/O and embedded hardware company relevant to electronics and firmware roles.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Sealsq,company,SEALSQ Corp,,yes,yes,yes,yes,semiconductor design;semiconductor IP;embedded systems;RF or mmWave or wireless baseband chipset,0.74,"Resolved to SEALSQ Corp, an active semiconductor/security-chip company with North America presence and relevant chip/embedded work.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Seamed,unclear,Seamed,,no,no,no,no,,0.16,Could not confidently resolve 'Seamed' to a specific company rather than a generic term or ambiguous name.,v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
SeaMicro,merged_or_renamed,"Advanced Micro Devices, Inc.",,yes,yes,yes,yes,SoC;semiconductor design;RTL;design verification;embedded systems;computer/server/datacenter/networking hardware;AI accelerator or ML hardware;CPU or GPU architecture or HPC;physical design or place and route;design for test (DFT);static timing analysis or timing closure;post-silicon validation or silicon bring-up;SerDes or high-speed I/O,0.95,"Resolved SeaMicro to Advanced Micro Devices, Inc. via acquisition, and AMD is an active North America semiconductor/datacenter hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Searchmont Motor,unclear,Searchmont Motor,,no,no,no,no,,0.18,Could not confidently resolve 'Searchmont Motor' to a specific current company.,v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Seasonic,company,"Sea Sonic Electronics Co., Ltd.",Sea Sonic Electronics Inc.,yes,yes,yes,yes,computer/server/datacenter/networking hardware;power management IC or PMIC;analog or digital design;hardware validation or electronics test,0.84,"Resolved to Sea Sonic Electronics Co., Ltd. (Seasonic), which has a North America subsidiary and relevant power-supply/electronics hardware business.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
SeaSpine Holdings,company,SeaSpine Holdings Corporation,,yes,yes,no,no,,0.93,"Resolved to SeaSpine Holdings Corporation, an active medical-device company, but not a target EE/VLSI hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
SeaStar Medical Holding,company,SeaStar Medical Holding Corporation,,yes,yes,no,no,,0.94,"Resolved to SeaStar Medical Holding Corporation, an active medical company, but not in the target semiconductor/electronics categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Seat,company,"SEAT, S.A.",,yes,no,yes,no,EV or automotive electronics;embedded systems,0.78,"Resolved to SEAT, S.A., an active automotive company with relevant vehicle electronics, but no clear North America hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
SEAT Sport,product_line,"SEAT, S.A.",,yes,no,yes,no,EV or automotive electronics;embedded systems,0.76,"Resolved 'SEAT Sport' upward to SEAT, S.A.; the parent is active and automotive-electronics relevant, but lacks clear North America presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Seattle Computer Products,defunct,"Seattle Computer Products, Inc.",,no,no,no,no,,0.98,"Seattle Computer Products, Inc. was a defunct early microcomputer company with no current hiring successor to apply to.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
SeAZ,company,SeAZ,,yes,no,yes,no,EV or automotive electronics;embedded systems,0.55,"Resolved to SeAZ, an operating automotive manufacturer with plausible vehicle-electronics relevance, but no clear North America hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:03+00:00
Sebeco Motorsport,company,Sebeco Motorsport,,yes,no,no,no,,0.63,"Resolved to Sebeco Motorsport, an active motorsport company with no clearly known North America hiring presence and not a target EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Second Wind,company,Second Wind,,yes,no,no,no,,0.31,"Resolved conservatively to Second Wind, but the name is ambiguous and I cannot verify a concrete North America hardware/chip hiring entity.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Secs/gem,not_a_company,Secs/gem,,no,no,no,no,,0.98,"Resolved 'Secs/gem' as the SECS/GEM semiconductor equipment communication standard, not a company.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Sector 5,company,Sector 5 Digital,,yes,yes,no,no,,0.34,"Resolved to Sector 5 Digital, a US company, but it is not clearly a semiconductor or core EE/VLSI hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Secunet Security Networks,company,secunet Security Networks AG,,yes,no,no,no,,0.93,"Resolved to secunet Security Networks AG, an active German cybersecurity company without clearly established North America hiring presence in target hardware areas.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Secure Computing,merged_or_renamed,"McAfee, LLC",,yes,yes,no,no,,0.74,"Resolved Secure Computing to McAfee, LLC via acquisition history; the successor is active in North America but is a cybersecurity/software company, not a target hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Secure Point Technologies,company,"Secure Point Technologies, Inc.",,yes,yes,no,no,,0.42,"Resolved to Secure Point Technologies, Inc., apparently active in North America, but not clearly in semiconductor or EE hardware design.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Secure Technologies Group,company,"Secure Technologies Group, Inc.",,yes,yes,no,no,,0.28,"Resolved conservatively to Secure Technologies Group, Inc., but despite likely North America presence it is not clearly a target chip or hardware-design company.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Secure64,company,Secure64 Software Corporation,,yes,yes,no,no,,0.9,"Resolved to Secure64 Software Corporation, an active US software/network infrastructure company rather than a target semiconductor or electronics employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Securetech Innovations,company,SecureTech Innovations,,yes,no,no,no,,0.22,"Resolved conservatively to SecureTech Innovations, but the name is too generic to verify a concrete North America target hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Secureworks,company,SecureWorks Corp.,,yes,yes,no,no,,0.97,"Resolved to SecureWorks Corp., an active US cybersecurity company with North America presence but not in the target EE/VLSI hardware categories.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
SecuriLock,product_line,Ford Motor Company,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware,0.72,Resolved SecuriLock as Ford Motor Company's vehicle security/immobilizer product line; Ford is active in North America and relevant via automotive electronics and embedded systems.,v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Secutron,company,Secutron Inc.,,yes,yes,yes,yes,embedded systems;hardware validation or electronics test;analog or digital design,0.78,"Resolved to Secutron Inc., a North America fire/security electronics company relevant to embedded electronic hardware though not semiconductor-focused.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
SeedLegals,company,SeedLegals,,yes,no,no,no,,0.97,"Resolved to SeedLegals, an active legal-tech company not in target hardware or semiconductor categories and without clearly established North America hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Seeker Wireless,company,Seeker Wireless Pty Ltd,,yes,no,yes,no,RF or mmWave or wireless baseband chipset;embedded systems;analog or digital design,0.58,"Resolved to Seeker Wireless Pty Ltd, which appears relevant to wireless electronics, but I cannot verify a concrete North America hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Seeq Technology,company,"Seeq Technology, Inc.",,yes,yes,yes,yes,memory design (DRAM/SRAM/NAND/flash controller);semiconductor design;analog or digital design,0.95,"Resolved to Seeq Technology, Inc., a US semiconductor company historically focused on memory and mixed-signal ICs, making it relevant and North America-based.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Seequa Computer,company,"Seequa Computer, Inc.",,no,no,yes,no,computer/server/datacenter/networking hardware,0.86,"Resolved to Seequa Computer, Inc., an old computer hardware company that is no longer operating, so it is not an active employer despite hardware relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Seer,company,"Seer, Inc.",,yes,no,no,no,,0.21,"Resolved conservatively to Seer, Inc., but the name is highly ambiguous and I cannot verify a concrete North America target hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Sega,company,SEGA CORPORATION,"SEGA of America, Inc.",yes,yes,no,no,,0.96,"Resolved to SEGA CORPORATION with SEGA of America, Inc. as the NA entity; it is active and hires in North America but is primarily a gaming company, not a target EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Segway,company,Segway Inc.,,yes,yes,yes,yes,EV or automotive electronics;embedded systems;firmware;analog or digital design,0.88,"Resolved to Segway Inc., an active North America micromobility electronics company relevant through EV-like vehicle electronics, firmware, and embedded hardware.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:21+00:00
Sehol,product_line,"Anhui Jianghuai Automobile Group Corp., Ltd.",,yes,no,yes,no,EV or automotive electronics,0.72,"Sehol is a JAC Motors vehicle marque/product line; JAC is active, but I am not aware of a concrete US/Canada hiring presence.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
SEI Investments,company,SEI Investments Company,,yes,yes,no,no,,0.98,"SEI Investments resolves to SEI Investments Company, an active US financial-services firm with NA presence but not an EE/VLSI hardware employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
Seiberling Rubber,merged_or_renamed,Bridgestone Corporation,"Bridgestone Americas, Inc.",yes,yes,no,no,,0.83,Seiberling Rubber is a historical tire brand/company now within Bridgestone; the successor is active in NA but not meaningfully in the target chip/hardware categories.,v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
Seiki Digital,company,Seiki Digital Inc.,,yes,yes,yes,yes,computer/server/datacenter/networking hardware,0.63,"Seiki Digital resolves to Seiki Digital Inc., a consumer electronics hardware brand/company with US presence, making it relevant at least at the hardware level.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
Seiki Global Technology Pte,company,Seiki Global Technology Pte. Ltd.,,yes,no,no,no,,0.41,"Seiki Global Technology Pte. Ltd. appears to be an active Singapore company, but I lack evidence of a concrete US/Canada hiring presence or target EE/VLSI business.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
Seiko,company,Seiko Group Corporation,Seiko Corporation of America,yes,yes,yes,yes,embedded systems;analog or digital design,0.58,"Seiko resolves to Seiko Group Corporation, an active electronics/watch company with a US subsidiary and plausible embedded/electronic hardware work.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
Seiko Epson,company,Seiko Epson Corporation,"Epson America, Inc.",yes,yes,yes,yes,embedded systems;firmware;analog or digital design;computer/server/datacenter/networking hardware,0.84,Seiko Epson is an active electronics/printer/imaging hardware company with Epson America in NA and clear embedded hardware relevance.,v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
Seiko Instruments,merged_or_renamed,Seiko Epson Corporation,"Epson America, Inc.",yes,yes,yes,yes,semiconductor design;analog or digital design;embedded systems;firmware,0.8,Seiko Instruments is now part of the broader Seiko/Epson group; the surviving entity is active in NA and has electronics and semiconductor-related business lines.,v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
SEIREN Advanced Materials,company,"Seiren Co., Ltd.","Seiren North America, LLC",yes,yes,yes,yes,EV or automotive electronics,0.51,"SEIREN Advanced Materials resolves to Seiren Co., Ltd., an active materials supplier with NA presence and automotive-facing business, though relevance is peripheral.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
Selangor Information Technology & Digital Economy Corporation (SIDEC),company,Selangor Information Technology & Digital Economy Corporation,,yes,no,no,no,,0.95,"SIDEC is an active Malaysian digital-economy development corporation, not a North American EE/VLSI employer.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
Selden Motor Vehicle,defunct,Selden Motor Vehicle Company,,no,no,yes,no,EV or automotive electronics,0.96,"Selden Motor Vehicle Company was a defunct early automobile company, so it is not an active employer despite automotive relevance.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
Select Medical Holdings,company,Select Medical Holdings Corporation,,yes,yes,no,no,,0.99,"Select Medical Holdings Corporation is an active US healthcare operator, not a target EE/VLSI hardware company.",v3-precision-step2,gpt-5.4,2026-07-02T18:38:33+00:00
